#OTU ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40
OTU_491	0	0	0	0.100446429	0	0.011958862	0.012768131	0	0.034730262	0	0.01199904	0.024965672	0	0.298301973	0	0	0	0	0	0.011904762	0.022673166	0.106094542	0.171214553	0.011159469	0.22224574	0.012026458	0.132978723	0.597741864	0	0	0	0.041403581	0.09439528	0.076486014	0	0.023872046	0	0	0	0
OTU_492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022673166	0	0	0	0	0	0	0	0	0	0	0	0	0.021853147	0.0113199	0	0.022776449	0	0.044637875	0
OTU_493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031749391	0	0	0.033207881	0	0	0	0	0	0	0	0	0	0	0	0
OTU_494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011249859	0	0	0.011235955	0	0	0	0	0.223189376	0.179913218	0	0	0.210316582	0	0	0	0	0	0	0	0	0.193599818	0.193094048	0.234348845	0
OTU_495	0	0.012027905	0	0	0	0.011958862	0	0.011401209	0.023153508	0	0	0	0	0	0	0	0.023758612	0	0	0.023809524	0.011336583	0.011788282	0	0.044637875	0.095248174	0.012026458	0.022163121	0.022138588	0.010972131	0.420819491	0.010549636	0.558948349	0	0.152972028	0.0113199	0	0.045552898	0.011358473	0.011159469	0.34273079
OTU_496	0	0	0.02315887	0.022321429	0.01179941	0.011958862	0	0	0	0	0	0.037448508	0	0.011473153	0.011286682	0	0.023758612	0.011896265	0	0	0	0	0	0	0	0	0	0	0	0.011074197	0	0	0	0.010926573	0	0	0	0	0.011159469	0
OTU_497	0.697450697	0.829925427	0.891616489	0.256696429	0.672566372	0.322889261	0.485188968	0.615665261	1.423940727	0.372881356	0.419966403	1.298214954	0.34117217	0.057365764	0.428893905	0.416244797	0.819672131	1.356174161	0.483146067	1.571428571	0.226731663	0.294707061	0.149812734	0.122754157	0.116414435	0.493084787	0.265957447	0.154970113	0.2852754	0.265780731	0.221542357	0.310526861	0.424778761	0.316870629	0.226398008	0.298400573	0.27331739	0.170377101	0.323624595	0.320619127
OTU_498	0.024050024	0.048111619	0.02315887	0.022321429	0.04719764	0	0.038304392	0.034203626	0.023153508	0.02259887	0.02399808	0.012482836	0.01218472	0	0.011286682	0	0.011879306	0.023792529	0.033707865	0.011904762	0	0	0	0.011159469	0.01058313	0.012026458	0.022163121	0.066415763	0.032916392	0.022148394	0.042198544	0.031052686	0.01179941	0.010926573	0.0113199	0	0.022776449	0.045433894	0.033478406	0.033167496
OTU_499	0.324675325	0.024055809	0.463177397	0.524553571	0.849557522	0.191341784	0.319203269	0.319233839	0.41676314	0.203389831	0	0.074897017	0.207140246	0.573657641	0.598194131	0.371245359	0.522689475	0.166547704	0.112359551	0.166666667	1.122321732	1.556053283	1.027287319	1.673920321	1.862630966	1.599518942	2.293882979	1.195483728	1.360544218	1.583610188	1.329254141	1.770003105	1.911504425	3.103146853	1.969662667	0.477440917	1.400751623	2.214902317	2.34348845	0.497512438
OTU_500	0.012025012	0.024055809	0.04631774	0.022321429	0.03539823	0	0	0	0	0	0.095992321	0	0.01218472	0.034419458	0.033860045	0	0.011879306	0.011896265	0	0.035714286	0.045346333	0.070729695	0.096308186	0.133913626	0.158746957	0.048105833	0.121897163	0.188177994	0.098749177	0.066445183	0.189893449	0	0.15339233	0.087412587	0.079239303	0.059680115	0.034164674	0.045433894	0.256667783	0.077390824
OTU_501	0	0	0	0	0	0	0	0.011401209	0	0.011299435	0.01199904	0	0	0.011473153	0	0	0	0	0.011235955	0	0	0.011788282	0.021401819	0	0.052915652	0.024052916	0	0	0.032916392	0.011074197	0.010549636	0.010350895	0	0.010926573	0.033959701	0	0.034164674	0.056792367	0.133913626	0.066334992
OTU_502	0.096200096	0	0.034738305	0	0.12979351	0.179382923	0.038304392	0.285030213	0	0.146892655	0.095992321	0	0	0	0	0	0	0	0	0	0.090692665	0.259342214	0.406634564	0.044637875	0.031749391	0.048105833	0	0.365286695	0.120693439	0.188261351	0	0	0	0.240384615	0	0	0.204988042	0.215810995	0.569132909	0
OTU_503	0.312650313	0.180418571	0.312644743	0.100446429	0.460176991	0.454436738	0.612870276	0.433245924	0.486223663	0.395480226	0.191984641	0.848832855	0.304618009	0.229463056	0.248306998	0.427494656	0.487051556	0.654294552	0.235955056	0.511904762	0.498809659	0.318283626	0.064205457	0.212029907	0.243412001	0.408899579	0.132978723	0.188177994	0.175554093	0.49833887	0.168794177	0.186316116	0.16519174	0.327797203	0.237717908	0.238720458	0.204988042	0.249886415	0.156232563	0.11055832
OTU_504	0	0	0	0	0	0	0	0	0	0	0	0.012482836	0	0	0	0	0	0	0	0	0	0	0	0	0.01058313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_505	0	0	0	0	0	0	0	0.011401209	0	0.011299435	0.01199904	0	0.024369441	0	0	0	0	0.011896265	0	0.011904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011936023	0.011388225	0	0	0
OTU_506	0.661375661	1.226846283	0.949513664	0.401785714	1.144542773	0.94475006	1.008682329	0.957701516	1.053484603	1.661016949	0.923926086	1.086006741	0.499573535	0.642496558	0.270880361	0.697491281	0.938465194	1.213418986	1	0.595238095	0.045346333	0.400801603	0.107009096	0.066956813	0.65615409	0.216476248	0.531914894	0.464910339	0.153609831	0.110741971	0.10549636	0.859124314	0.294985251	0.218531469	0.147158705	0.644545238	0.330258513	0.442980463	0.535654503	0.597014925
OTU_507	0	0	0	0	0	0.011958862	0	0	0	0.02259887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01058313	0	0	0	0	0.011074197	0	0	0	0	0	0	0.011388225	0	0	0
OTU_508	0	0	0	0.022321429	0	0	0	0.011401209	0	0.011299435	0.01199904	0	0	0	0.022573363	0.033749578	0	0	0	0.011904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_509	0.144300144	0.22853019	0.011579435	0.111607143	0.12979351	0.023917723	0.127681307	0.136814502	0.081037277	0.169491525	0.04799616	0.099862689	0.121847204	0.137677834	0.079006772	0.258746766	0.118793062	0.297406614	0.02247191	0.071428571	0.090692665	0.306495344	0.021401819	0.312465127	0.084665044	0.20444979	0.166223404	0.055346469	0.131665569	0.132890365	0.10549636	0.207017907	0.04719764	0.207604895	0.022639801	0.274528527	0.113882246	0.124943208	0.133913626	0.099502488
OTU_510	0	0.22853019	0.185270959	0.390625	0.707964602	0.55010763	0.229826353	0.022802417	0.011576754	0.02259887	0.02399808	0.049931344	0.024369441	0.091785223	0.079006772	0	0.154430981	0.059481323	0.078651685	0.273809524	0	0.235765649	0	0	0.507990264	0	0	0	0	0	0.073847452	0.020701791	0	0	0.067919402	0.155168298	0	0	0	0
OTU_511	0.084175084	0.060139524	0.011579435	0.066964286	0.03539823	0	0.140449438	0.034203626	0.081037277	0.06779661	0.01199904	0.037448508	0.01218472	0.08031207	0.101580135	0.101248734	0.047517225	0.095170117	0.056179775	0.023809524	0	0.023576565	0	0.011159469	0	0.012026458	0.044326241	0.011069294	0.010972131	0.022148394	0	0.010350895	0.03539823	0.010926573	0.0113199	0.08355216	0.056941123	0.022716947	0	0.011055832
OTU_512	0	0	0	0	0	0	0	0	0	0	0	0	0.01218472	0	0	0	0	0.011896265	0	0	0	0	0	0	0	0.012026458	0.01108156	0	0	0.011074197	0	0.020701791	0	0	0.022639801	0.023872046	0	0.011358473	0.011159469	0
OTU_513	0	0	0	0.011160714	0	0	0	0	0	0	0	0	0	0.011473153	0	0	0	0	0	0.011904762	0	0.011788282	0	0	0	0	0	0.011069294	0	0.011074197	0	0	0	0	0	0	0	0.011358473	0	0
OTU_514	0.048100048	0.012027905	0.011579435	0	0.294985251	0.23917723	0.038304392	0	0.092614031	0	0	0.074897017	0	0	0	0	0.09503445	0.107066381	0	0.083333333	0.045346333	0.082517977	0.160513644	0	0.063498783	0.024052916	0.022163121	0.011069294	0.032916392	0.011074197	0	0.031052686	0.05899705	0	0.147158705	0.035808069	0.079717572	0.03407542	0	0.033167496
OTU_515	0	0	0	0	0	0	0	0	0	0	0	0.024965672	0.036554161	0	0.022573363	0	0	0.011896265	0	0.05952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_516	0	0	0.02315887	0	0	0	0	0.877893057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_517	0.432900433	0.420976666	0.301065308	0.122767857	0	0.167424061	0.153217569	0.353437464	0.590414448	0.395480226	0.935925126	0.174759705	0.280248568	0.16062414	0.383747178	0.404994938	0.308861962	0.309302879	0.505617978	0.285714286	0	0	0	0	0	0	0.044326241	0	0	0	0.485283258	0	0.790560472	0	0	0	0	0	0	0.45328911
OTU_518	0	0	0	0.022321429	0	0.011958862	0	0.022802417	0	0	0	0.037448508	0.01218472	0	0.079006772	0.056249297	0.023758612	0.023792529	0	0	0.034009749	0.023576565	0.181915463	0	0	0.024052916	0	0	0.010972131	0.431893688	0.010549636	0.041403581	0.01179941	0.196678322	0.565995019	0	0.239152716	0.011358473	0.011159469	0.033167496
OTU_519	0	0	0	0	0	0.023917723	0	0	0	0	0	0	0	0	0.011286682	0	0	0	0	0	0	0	0.053504548	0	0	0.012026458	0	0	0	0	0.073847452	0	0	0.043706294	0	0	0	0	0	0
OTU_520	0	0	0	0	0	0	0	0.011401209	0	0.06779661	0.04799616	0	0	0	0	0	0	0	0.157303371	0	0	0.035364847	0.096308186	0.011159469	0.137580696	0.012026458	0	0.154970113	0	0.022148394	0.05274818	0.020701791	0	0.480769231	0	0	0.045552898	0	0.022318938	0.011055832
OTU_521	0	0.108251143	0.034738305	0.066964286	0.03539823	0.059794308	0.038304392	0.057006043	0.046307016	0.04519774	0.01199904	0.024965672	0.036554161	0.022946306	0.056433409	0.022499719	0.035637919	0.023792529	0.04494382	0.05952381	0	0	0	0	0	0	0	0	0	0	0	0	0.01179941	0	0	0	0	0	0	0
OTU_522	0	0	0	0.011160714	0.02359882	0	0	0	0.011576754	0	0	0.049931344	0	0.011473153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011074197	0	0	0	0	0	0	0	0	0	0
OTU_523	0	0.012027905	0.011579435	0	0	0.011958862	0.012768131	0	0	0	0	0.012482836	0	0	0.011286682	0.011249859	0.011879306	0	0.011235955	0	0	0	0	0	0	0.012026458	0	0.011069294	0.043888523	0.011074197	0.010549636	0.010350895	0.02359882	0	0.0113199	0	0	0	0	0
OTU_524	0	0	0	0	0.01179941	0.011958862	0	0.011401209	0	0.011299435	0	0.012482836	0	0	0	0	0	0	0	0	0	0.011788282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_525	0	0	0	0.055803571	0.07079646	0.011958862	0	0	0.046307016	0	0	0.062414181	0	0.045892611	0	0	0.011879306	0.023792529	0	0.023809524	0	0	0	0	0.052915652	0	0	0	0	0.121816168	0	0	0	0	0.0113199	0.035808069	0	0.022716947	0	0
OTU_526	0.144300144	0.168390666	0.185270959	0.066964286	0.200589971	0.191341784	0.089376915	0.182419336	0.173651308	0.13559322	0.107991361	0.099862689	0.060923602	0.114731528	0.033860045	0.078749016	0.368258494	0.107066381	0.112359551	0.154761905	0.124702415	0.129671107	0.139111825	0.08927575	0.126997566	0.108238124	0.066489362	0.044277175	0.076804916	0.088593577	0.094946724	0.062105372	0.16519174	0.163898601	0.090559203	0.08355216	0.159435144	0.193094048	0.08927575	0.265339967
OTU_527	0.024050024	0	0.011579435	0.011160714	0.01179941	0	0	0.057006043	0	0.011299435	0.01199904	0.037448508	0	0.022946306	0	0	0.011879306	0	0.02247191	0	0	0	0.042803638	0	0.01058313	0	0	0.011069294	0.021944262	0	0.021099272	0.010350895	0	0.010926573	0.0113199	0	0	0.011358473	0.011159469	0.011055832
OTU_528	0.036075036	0.012027905	0.011579435	0.033482143	0	0.011958862	0	0.011401209	0.034730262	0.02259887	0	0.012482836	0.024369441	0.011473153	0.033860045	0.022499719	0.011879306	0.023792529	0.02247191	0.047619048	0	0	0.064205457	0.033478406	0.01058313	0.024052916	0.022163121	0.011069294	0.032916392	0.033222591	0.031648908	0	0.01179941	0.021853147	0	0.059680115	0.034164674	0.011358473	0	0
OTU_529	0	0	0	0	0.01179941	0.023917723	0	0	0.034730262	0	0	0.037448508	0	0	0	0	0	0	0.123595506	0	0	0	0.01070091	0	0.021166261	0	0	0	0	0	0.021099272	0	0	0	0	0	0.034164674	0	0.011159469	0
OTU_530	0	0	0	0	0	0	0	0	0.011576754	0	0	0	0	0	0	0	0	0	0	0.023809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_531	0	0	0	0	0	0.011958862	0.012768131	0	0	0	0	0	0.024369441	0	0	0	0	0	0.011235955	0	0	0	0	0	0.01058313	0	0	0	0	0	0.010549636	0	0.01179941	0.010926573	0	0	0	0	0	0
OTU_532	0	0	0	0	0	0	0	0	0	0.011299435	0	0	0	0	0	0	0	0	0	0	0.011336583	0.058941412	0.331728197	0.055797344	0.116414435	0	0.066489362	0.110692938	0.010972131	0.022148394	0.031648908	0	0	0.054632867	0.203758207	0.023872046	0.227764492	0.227169468	0.011159469	0.033167496
OTU_533	0.024050024	0	0.011579435	0.078125	0	0.215259507	0.012768131	0.011401209	0.011576754	0.011299435	0	0	0	0.045892611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_534	0	0.012027905	0	0.212053571	0.271386431	0	0.102145046	0.022802417	0.011576754	0	0.03599712	0.049931344	0	0.057365764	0.033860045	0.022499719	0	0.118962646	0.06741573	0.023809524	0	0.011788282	0.299625468	0.044637875	0.137580696	0.036079375	0.321365248	0.055346469	0	0	0	0.113859849	0	0.469842657	0.033959701	0.035808069	0.022776449	0	0.022318938	0
OTU_535	0.012025012	0	0.06947661	0.022321429	0.01179941	0.059794308	0	0.034203626	0.023153508	0	0	0.037448508	0	0.022946306	0	0.033749578	0.011879306	0	0	0	0	0	0.021401819	0	0	0	0	0.011069294	0	0.011074197	0	0	0	0	0.0113199	0.011936023	0	0	0	0
OTU_536	0	0	0.011579435	0	0	0.011958862	0	0	0	0	0	0	0.01218472	0	0.011286682	0	0	0	0.011235955	0	0	0.011788282	0.032102729	0	0	0	0	0	0	0.011074197	0	0.010350895	0	0.010926573	0.0113199	0	0.045552898	0	0	0
OTU_537	0	0	0	0	0	0	0	0	0	0	0	0	0.01218472	0	0	0	0	0	0	0	0	0	0	0	0.01058313	0	0	0	0	0	0.010549636	0	0	0	0	0	0	0	0	0
OTU_538	0	0	0.011579435	0.022321429	0.01179941	0.011958862	0	0.057006043	0	0.056497175	0	0	0	0	0	0.011249859	0.011879306	0	0.06741573	0	0	0	0.032102729	0.011159469	0.01058313	0.012026458	0.033244681	0.011069294	0	0.022148394	0.042198544	0	0.01179941	0	0.045279602	0	0.079717572	0	0	0.011055832
OTU_539	0.396825397	0.300697618	0.497915702	0.089285714	0.18879056	0.131547477	0.17875383	0.262227796	0.266265339	0.542372881	0.095992321	0.349519411	0.316802729	0.057365764	0.237020316	0.202497469	0.249465431	0.356887937	0.101123596	0.130952381	0.022673166	0.223977366	0.267522739	0	0.137580696	0.144317498	0.310283688	0.154970113	0.043888523	0.210409745	0.010549636	0.13456164	0.283185841	0.327797203	0.29431741	0.071616138	0.170823369	0.352112676	0.212029907	0.674405749
OTU_540	0.481000481	0.156362762	0.243168133	0.3125	0.460176991	0.94475006	0.523493361	0.433245924	0.810372771	0.576271186	0.683945284	0.674073149	0	0.286828821	0	0.281246484	1.033499644	1.189626457	0.202247191	0.488095238	0	0	0	0	0	0	0	0	0	0	0	0	0.01179941	0	0	0	0	0	0	0
OTU_541	0.012025012	0	0	0	0	0.023917723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011159469	0	0	0	0	0	0.033222591	0	0	0	0	0.022639801	0.011936023	0	0	0.011159469	0
OTU_542	0	0	0.011579435	0.011160714	0.01179941	0.035876585	0.038304392	0.011401209	0	0.033898305	0	0.037448508	0.024369441	0.011473153	0	0	0	0	0	0	0	0	0.032102729	0	0	0	0	0	0	0.011074197	0.010549636	0.010350895	0	0.010926573	0.045279602	0.011936023	0	0.022716947	0.022318938	0.033167496
OTU_543	0.036075036	0	0	0	0	0	0	0	0	0	0	0.012482836	0	0	0	0	0	0.011896265	0	0	0	0.011788282	0.032102729	0.011159469	0	0	0	0.011069294	0	0	0	0	0	0	0	0	0	0	0	0
OTU_544	0.252525253	0	0	0	0	0	0	0.148215711	0	0.011299435	0.083993281	0.22469105	0.048738881	0	0.101580135	0	0.023758612	0.190340233	0	0.011904762	0.011336583	0.023576565	0	0	0.021166261	0	0	0	0	0	0	0	0	0.087412587	0.747113425	0.155168298	0.330258513	0.318037256	0.212029907	0.099502488
OTU_545	0.012025012	0	0.011579435	0	0	0	0	0.011401209	0	0.011299435	0	0.012482836	0	0	0.022573363	0.011249859	0	0	0	0.011904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_546	0	0	0	0	0	0	0	0.011401209	0.011576754	0.011299435	0	0	0	0	0	0	0	0	0	0	0	0.117882824	0	0	0	0.012026458	0	0	0.010972131	0	0	0	0.01179941	0	0	0	0	0	0.022318938	0.022111664
OTU_547	0	0	0	0	0.01179941	0.023917723	0.012768131	0	0.011576754	0.011299435	0	0.012482836	0	0	0	0.011249859	0	0	0	0	0.011336583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011388225	0	0	0
OTU_548	1.539201539	2.345441424	1.852709588	0.669642857	2.489675516	1.805788089	2.451481103	2.029415118	2.338504283	3.81920904	2.543796496	2.147047809	1.108809553	1.330885727	0.85778781	1.45123186	2.114516512	2.248394004	2.08988764	1.857142857	0.283414579	2.664151833	0.995184591	0.245508314	3.905175151	2.164762477	2.116578014	2.302413106	0.877770463	0.719822813	0.55913071	3.96439292	1.663716814	0.972465035	1.550826353	3.628550967	1.321034051	2.021808269	2.834505078	3.051409619
OTU_549	0	0	0	0.133928571	0	0	0	0.148215711	0	0.587570621	0.503959683	0	0	0.091785223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01058313	0	0.01108156	0	0	0	0	0	0.01179941	0	0	0.011936023	0	0	0	0
OTU_551	0	0.012027905	0	0.011160714	0	0	0	0.022802417	0	0	0.02399808	0.012482836	0	0	0	0	0.011879306	0	0	0.011904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_552	0.084175084	0.024055809	0.092635479	0.033482143	0.01179941	0.071753169	0.025536261	0.034203626	0.092614031	0.101694915	0.03599712	0.087379853	0.024369441	0.011473153	0.022573363	0.044999438	0.09503445	0.071377587	0.02247191	0.047619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011055832
OTU_553	0.06012506	0.012027905	0.02315887	0.022321429	0.1179941	0.047835446	0.063840654	0	0	0	0	0.012482836	0	0.011473153	0.022573363	0	0	0.035688794	0.06741573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021853147	0	0	0	0	0	0
OTU_554	0	0	0	0	0	0	0	0.034203626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011936023	0	0	0	0
OTU_555	0.012025012	0	0	0.044642857	0	0.047835446	0.051072523	0.011401209	0	0	0	0	0.01218472	0.034419458	0.011286682	0.011249859	0.011879306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_556	0	0	0.011579435	0.011160714	0	0	0	0.011401209	0.011576754	0	0.02399808	0	0	0.011473153	0.011286682	0	0.023758612	0.011896265	0.011235955	0.011904762	0	0	0	0	0	0	0	0	0	0	0	0	0.01179941	0	0	0.011936023	0	0.022716947	0.011159469	0
OTU_557	0	0	0.011579435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011904762	0.21539508	0.176824237	0.149812734	0.156232563	0.074081913	0.120264582	0.188386525	0.033207881	0.087777046	0.15503876	0.168794177	0.13456164	0.17699115	0.120192308	0.135838805	0.190976367	0.204988042	0.102226261	0.078116282	0.199004975
OTU_558	0	0	0.011579435	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011879306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_559	0	0	0	0.033482143	0	0.023917723	0	0	0.011576754	0	0	0	0	0.034419458	0	0	0	0	0.011235955	0	0.011336583	0.023576565	0	0	0	0	0.01108156	0	0	0	0.010549636	0	0	0	0	0	0	0	0	0
OTU_560	0	0	0.011579435	0.033482143	0.01179941	0.023917723	0	0.011401209	0	0.011299435	0	0.024965672	0	0	0	0.022499719	0	0	0.011235955	0.011904762	0	0	0.074906367	0	0	0	0	0	0.010972131	0.022148394	0	0.031052686	0.01179941	0	0.022639801	0.011936023	0.022776449	0.011358473	0.033478406	0.011055832
OTU_561	0	0.012027905	0.02315887	0	0.01179941	0.023917723	0	0.057006043	0.011576754	0	0	0.112345525	0	0.011473153	0	0.011249859	0	0.035688794	0.02247191	0	0	0	0.021401819	0	0	0	0	0	0	0	0.010549636	0	0	0	0.0113199	0	0.022776449	0	0.011159469	0.011055832
OTU_562	0.432900433	0.577339427	0.185270959	0.245535714	0.495575221	1.064338675	0.472420838	0.524455592	0.821949525	0.632768362	0.803935685	0.973661216	1.376873401	0.321248279	2.133182844	0.348745641	1.116654787	1.427551749	0.157303371	0.488095238	0.011336583	0.011788282	0.01070091	0	0	0	0	0	0	0	0	0	0.01179941	0.021853147	0	0.011936023	0	0	0	0
OTU_563	0.036075036	0	0	0	0	0	0	0	0	0.04519774	0	0.062414181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_564	0.036075036	0.024055809	0.011579435	0	0.01179941	0	0.025536261	0.011401209	0.023153508	0.06779661	0	0.024965672	0.024369441	0	0.011286682	0.011249859	0.011879306	0	0	0.011904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_565	0.06012506	0	0	0	0	0.023917723	0.012768131	0.011401209	0.011576754	0	0	0	0.060923602	0	0	0.101248734	0	0	0.011235955	0	0	0	0	0	0	0.012026458	0.01108156	0	0	0	0	0	0	0	0.022639801	0.023872046	0	0	0	0
OTU_566	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011473153	0	0	0	0	0	0	0	0	0	0	0.01058313	0	0	0	0	0	0	0	0	0.010926573	0.0113199	0	0.011388225	0	0	0.022111664
OTU_567	1.96007696	1.455376473	1.632700324	1.506696429	1.876106195	1.961253289	2.515321757	1.527761943	1.574438527	0.926553672	1.667866571	1.810011235	2.181064945	1.732446076	1.760722348	1.25998425	2.209550962	1.95098739	1.887640449	1.607142857	1.65514114	0.990215726	0.813269128	1.818993416	1.375806964	1.527360192	1.706560284	1.295107372	1.020408163	1.495016611	1.519147589	1.159300279	2.513274336	0.928758741	1.528186552	0.608737169	1.19576358	1.135847342	1.305657851	1.426202322
OTU_568	0.096200096	0.240558095	0.231588698	0.290178571	0.03539823	0.023917723	0.089376915	0.068407251	0.35887937	0.124293785	0.179985601	0.599176133	0.584866577	0.6080771	0.733634312	0.303746203	0.296982656	0.559124435	0.393258427	0.369047619	0.793560821	0.412589886	0.053504548	0.178551501	0.529156524	0.565243536	0.232712766	0.354217401	0.362080316	0.354374308	0.400886169	0.4450885	0.18879056	0.458916084	0.260357709	0.381952733	0.364423186	0.567923671	0.323624595	0.221116639
OTU_569	0	0	0	0.022321429	0.04719764	0.035876585	0.012768131	0.011401209	0	0	0	0	0	0.034419458	0	0	0	0	0	0	0.022673166	0.035364847	0.064205457	0	0	0	0.022163121	0	0.010972131	0.099667774	0.031648908	0.010350895	0	0.03277972	0.158478605	0	0	0	0.022318938	0.033167496
OTU_570	0	0	0	0.011160714	0	0.011958862	0.012768131	0	0	0.02259887	0.01199904	0.037448508	0	0	0	0	0	0	0	0.011904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011936023	0	0	0	0
OTU_571	0	0	0	0	0	0	0	0	0	0	0	0.012482836	0	0	0.011286682	0	0	0	0	0	0	0	0	0	0.021166261	0	0	0	0	0	0	0	0	0.021853147	0	0	0.056941123	0	0	0
OTU_572	0	0	0	0	0	0.023917723	0	0	0	0	0.01199904	0.099862689	0	0	0	0	0	0.011896265	0	0	0	0	0	0	0.01058313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_573	0.012025012	0	0.011579435	0.011160714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011336583	0.011788282	0.021401819	0	0	0	0	0	0	0.022148394	0.010549636	0	0.01179941	0	0.033959701	0	0	0	0	0.011055832
OTU_574	0.94997595	1.070483522	0.741083835	0.323660714	0.873156342	0.526189907	0.881001021	0.399042298	0.289418847	0.553672316	2.579793617	0.312070903	0.304618009	0.252409362	0.259593679	0.528743391	0.772154906	0.654294552	0.550561798	0.904761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_575	0.036075036	0	0	0	0	0.011958862	0	0	0.023153508	0	0	0	0	0	0	0.033749578	0	0	0	0	0	0	0	0	0.01058313	0.012026458	0	0	0	0.011074197	0	0	0	0	0.0113199	0.047744092	0	0	0	0.011055832
OTU_576	0	0.012027905	0	0	0	0	0	0	0.162074554	0	0	0	0.304618009	0	0.056433409	1.406232422	0	0	0	0.011904762	0.170048747	0	0.545746388	0	0.01058313	0.072158749	0	0	0	0.055370986	0	0	0.08259587	0	0.0113199	0.047744092	0.170823369	0.045433894	0.078116282	0
OTU_577	0	0.012027905	0	0	0	0.035876585	0	0	0	0	0	0	0	0	0	0	0	0	0.02247191	0	0	0	0	0	0.021166261	0	0	0.022138588	0	0	0	0	0	0	0	0	0.022776449	0.022716947	0.011159469	0.077390824
OTU_578	0.132275132	0.036083714	0.486336267	1.183035714	0.873156342	0.884955752	0.663942799	0.193820545	0.277842093	0.305084746	0	2.20946199	0.231509687	0.493345571	0.090293454	0.17999775	0.130672369	0.178443969	1.235955056	0.107142857	0	1.579629848	0.363830926	0.212029907	0.952481744	0.20444979	0.277039007	1.328315253	0	1.937984496	0.411435805	1.231756547	0.247787611	2.655157343	1.245189042	0.525185008	0.728846373	0.193094048	0.290146189	0.044223328
OTU_579	0	0	0	0	0	0.011958862	0	0	0.011576754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_580	0	0.012027905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01058313	0	0	0	0	0	0	0.010350895	0	0	0	0	0	0	0	0
OTU_581	0	0	0	0	0.01179941	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011235955	0.011904762	0	0.011788282	0.032102729	0	0	0	0	0	0	0	0	0	0	0.021853147	0	0.011936023	0	0	0	0
