#OTU ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40
OTU_237	0.096200096	0	0	0.011160714	0	0.023917723	0	0	0.046307016	0	0	0	0	0.011473153	0.033860045	0.168747891	0	0	0	0.011904762	0.045346333	0.04715313	0.470840021	0.022318938	0.031749391	0	0.055407801	0.044277175	0	0.011074197	0.305939445	0.062105372	0	0.010926573	0.022639801	0.035808069	0.022776449	0.03407542	0.011159469	0.011055832
OTU_238	0.012025012	0	0.011579435	0	0	0	0	0	0	0	0	0	0.01218472	0.022946306	0	0.011249859	0	0	0.02247191	0	0	0	0	0	0	0	0	0	0.010972131	0.033222591	0	0.041403581	0	0	0	0	0	0.011358473	0.033478406	0.022111664
OTU_239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045346333	0.04715313	0.438737293	0.033478406	0.201079479	0.048105833	0.088652482	0.143900819	0	0.055370986	0	0.020701791	0	0.087412587	0.271677609	0.059680115	0.330258513	0.272603362	0.078116282	0.044223328
OTU_240	0.132275132	0.132306952	0.162112089	0.100446429	0.08259587	0.215259507	0.114913177	0.148215711	0.231535078	0.146892655	0.227981761	0.162276869	0.048738881	0.183570445	0.124153499	0.056249297	0.142551675	0.178443969	0.04494382	0.19047619	0.102029248	0.424378168	0.224719101	0.234348845	0.074081913	0.060132291	0.144060284	0.099623644	0.131665569	0.188261351	0.010549636	0.020701791	0.05899705	0.021853147	0.033959701	0.035808069	0.148046919	0.215810995	0.290146189	0.088446656
OTU_241	0	0.060139524	0.347383048	0.022321429	0	0	0	0.034203626	0	0.011299435	0.07199424	0	0.01218472	0	0.056433409	0	0	0	0.011235955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_242	0	0.060139524	0.034738305	0.033482143	0.05899705	0.035876585	0	0	0	0	0	0.012482836	0	0.057365764	0	0	0.011879306	0	0.011235955	0	0	0.023576565	0	0.033478406	0.031749391	0.012026458	0	0.011069294	0.043888523	0	0.010549636	0.020701791	0	0	0.0113199	0.119360229	0.045552898	0.090867787	0.122754157	0.154781647
OTU_243	0	0	0.011579435	0	0	0.023917723	0.012768131	0.022802417	0	0.02259887	0	0	0.01218472	0	0	0.033749578	0	0	0.02247191	0	0	0	0	0	0	0	0	0	0	0.011074197	0	0	0	0	0	0	0	0	0.011159469	0
OTU_244	0.432900433	0.384892952	0.428439092	0.15625	0.212389381	0.107629754	0.191521961	0.171018128	0.497800417	0.327683616	0	0.536761952	0.438649933	0.126204681	0.79006772	0.146248172	1.057258256	0.939804901	0.191011236	0.869047619	0	0.011788282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_245	0	0	0	0	0	0.011958862	0	0	0	0	0	0	0	0	0	0	0	0	0.011235955	0	0	0	0	0	0	0	0	0	0	0	0	0.020701791	0	0	0	0	0.011388225	0	0	0
OTU_246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011336583	0	0	0	0	0	0	0.011069294	0	0	0	0.020701791	0	0	0.022639801	0	0.011388225	0.011358473	0	0
OTU_247	0	0	0	0.011160714	0	0	0	0	0.011576754	0	0	0	0	0	0	0	0	0	0	0	0.022673166	0	0	0	0	0	0	0	0	0.011074197	0.010549636	0.010350895	0	0	0	0	0.011388225	0	0.011159469	0.011055832
OTU_248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011879306	0	0	0	0.011336583	0.247553931	0.032102729	0.011159469	0.074081913	0.108238124	0.055407801	0.066415763	0.098749177	0.099667774	0.021099272	0.051754477	0.271386431	0.131118881	0.033959701	0.071616138	0.056941123	0.056792367	0.022318938	0.044223328
OTU_249	0	0.012027905	0	0	0	0	0	0	0.162074554	0	0	0	0.146216644	0	0.011286682	1.394982563	0	0	0	0.011904762	0.113365832	0	0.588550027	0.033478406	0.021166261	0.060132291	0	0.011069294	0	0.022148394	0	0	0.01179941	0	0	0.047744092	0.182211593	0.045433894	0.078116282	0
OTU_250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04715313	0.032102729	0	0	0	0	0	0	0	0	0	0	0	0.056599502	0	0	0	0	0
OTU_251	0.012025012	0.012027905	0	0	0	0	0	0.034203626	0.011576754	0	0	0	0.01218472	0	0.045146727	0.011249859	0	0	0	0	0	0.023576565	0.021401819	0	0	0.012026458	0	0	0	0	0	0	0	0	0	0.071616138	0	0	0	0
OTU_252	0	0.036083714	0.011579435	0.055803571	0	0.083712031	0	0.182419336	0	0	0	0	0	0.011473153	0.135440181	0	0	0	0.04494382	0	0.056682916	0	0	0	0	0	0	0.011069294	0	0	0.010549636	0	0	0	0	0	0	0	0	0
OTU_253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25682183	0	0.031749391	0	0	0.077485056	0	0	0	0	0.03539823	0.010926573	0.0113199	0	0.102494021	0.022716947	0	0
OTU_254	0	0	0.02315887	0	0.02359882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023576565	0	0	0.031749391	0	0	0.033207881	0.010972131	0.044296788	0	0.010350895	0	0	0.090559203	0.011936023	0.011388225	0	0.022318938	0
OTU_255	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034419458	0	0	0	0	0	0	0.034009749	0.495107863	0.299625468	0.167392032	0.201079479	0.408899579	0.41001773	0.40956387	0.175554093	0.221483942	0.137145268	0.186316116	0.365781711	0.41520979	0.28299751	0.143232275	0.444140758	0.374829623	0.948554849	0.541735766
OTU_256	0.300625301	0.384892952	0.347383048	0.122767857	0.377581121	0.382683569	0.638406537	0.399042298	0.486223663	0.610169492	0.299976002	0.337036575	0.097477763	0.206516751	0.146726862	0.393745078	0.392017106	0.333095408	0.505617978	0.297619048	0.18138533	1.037368855	0.342429106	0.08927575	1.883797227	1.238725195	1.285460993	0.929820677	0.296247531	0.376522702	0.232091993	1.790704896	0.814159292	0.458916084	0.815032828	1.312962521	0.649128801	1.022262608	1.015511662	1.348811498
OTU_257	0	0.012027905	0	0.022321429	0	0	0	0	0.023153508	0.011299435	0	0.012482836	0.01218472	0.011473153	0.011286682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_258	0	0	0	0	0	0	0	0	0	0.02259887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011069294	0	0	0	0	0	0	0	0	0	0	0	0
OTU_259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011074197	0	0	0	0.010926573	0	0	0	0	0.011159469	0
OTU_260	0	0	0.011579435	0.011160714	0.01179941	0	0	0	0	0	0	0	0.01218472	0	0	0	0	0	0.04494382	0	0	0	0	0.011159469	0.105831305	0	0.01108156	0.011069294	0	0	0.042198544	0	0	0	0	0	0.011388225	0	0	0
OTU_261	0	0.012027905	0.02315887	0.011160714	0	0	0	0.045604834	0	0.011299435	0.04799616	0	0	0.034419458	0	0	0	0	0.033707865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_262	0	0	0	0	0	0	0	0	0	0.011299435	0	0	0	0	0	0	0	0	0	0	0.011336583	0	0.01070091	0	0	0	0	0	0	0	0	0	0.01179941	0	0.022639801	0	0.011388225	0	0	0
OTU_263	0	0	0	0.022321429	0	0	0	0	0	0	0	0	0.024369441	0	0	0.011249859	0	0	0	0	0.011336583	0	0.01070091	0	0	0	0	0.022138588	0	0	0.010549636	0.020701791	0	0	0	0	0.011388225	0	0	0
OTU_264	0.012025012	0	0.02315887	0	0	0.011958862	0.012768131	0.011401209	0.034730262	0	0	0	0	0	0.011286682	0	0	0.047585058	0	0.035714286	0	0	0	0.022318938	0	0.012026458	0	0	0	0.011074197	0.021099272	0	0.01179941	0	0	0	0.022776449	0.022716947	0	0.011055832
OTU_265	0	0	0	0	0	0.011958862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031749391	0	0	0	0	0	0.021099272	0	0.01179941	0	0	0	0.034164674	0	0	0.033167496
OTU_266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011159469	0.01058313	0.024052916	0	0	0	0	0	0	0	0	0	0.08355216	0	0.011358473	0	0
OTU_267	0	0.192446476	2.026401112	0	0	0	0	2.71348763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131665569	0	0	0	0	0	0	0	0	0	0	0
OTU_268	0.240500241	0.805869618	0.057897175	0.100446429	0	0.645778522	0.063840654	0.524455592	0	0.440677966	0.01199904	0.137311197	0	0.126204681	0	0.697491281	0.011879306	0.083273852	0.033707865	0.202380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034009749	0	0	0	0.01058313	0	0	0	0	0	0	0	0	0.054632867	0.0113199	0	0.011388225	0.03407542	0.011159469	0
OTU_270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033244681	0	0	0.011074197	0	0	0	0	0	0.011936023	0.011388225	0	0	0
OTU_271	0	0	0	0.223214286	0	0	0	0	0	0.881355932	0.04799616	0	0	0.068838917	0	0.056249297	0	0.023792529	0.112359551	0	0.011336583	0.023576565	0.042803638	0	0	0.228502706	0.022163121	0.066415763	0	0	0	0.010350895	0.07079646	0.109265734	0.022639801	0.107424206	0.056941123	0.011358473	0	0
OTU_272	0.036075036	0.060139524	0	0	0.01179941	0	0.089376915	0	0.046307016	0.011299435	0.02399808	0	0.036554161	0	0.033860045	0.056249297	0.023758612	0.011896265	0.011235955	0	0.147375581	0.271130496	0.096308186	0	0.021166261	0.096211666	0.066489362	0	0.120693439	0.121816168	0.05274818	0	0.05899705	0.065559441	0.067919402	0.08355216	0.102494021	0.147660154	0.011159469	0.154781647
OTU_273	0.012025012	0.012027905	0	0	0	0	0.012768131	0	0	0.011299435	0	0	0	0.011473153	0	0.022499719	0	0.023792529	0	0	0	0.011788282	0.042803638	0	0.042332522	0	0	0	0	0	0.021099272	0.010350895	0.02359882	0.021853147	0.022639801	0.011936023	0.056941123	0	0	0.022111664
OTU_274	0	0	0	0	0	0	0	0	0	0	0	0.087379853	0	0.034419458	0	0	0.023758612	0.107066381	0	0	0	0	0	0	0	0	0	0.022138588	0	0	0.021099272	0.010350895	0	0	0	0	0	0	0	0
OTU_275	0.288600289	0	0	0	0	0	0	0	0	0.06779661	0.01199904	0.748970166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_276	0	0	0	0	0	0.023917723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010972131	0	0.031648908	0.010350895	0	0	0.033959701	0	0.045552898	0.011358473	0.033478406	0
OTU_277	0	0	0	0	0	0	0	0.011401209	0	0.13559322	0.287976962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_278	0	0	0.011579435	0.022321429	0.02359882	0.083712031	0.025536261	0	0.011576754	0	0	0	0	0	0	0	0	0	0	0.023809524	0	0.035364847	0.01070091	0.022318938	0.042332522	0	0	0.022138588	0.032916392	0.011074197	0.010549636	0	0	0.03277972	0	0	0.113882246	0.068150841	0.055797344	0.022111664
OTU_279	0	0	0.011579435	0	0	0	0	0	0	0	0	0	0	0	0	0.011249859	0	0	0	0	0	0.035364847	0.021401819	0	0	0	0	0	0	0	0.031648908	0	0	0.010926573	0.0113199	0	0.022776449	0	0	0.022111664
OTU_280	0.216450216	0.204474381	0.220009264	0.044642857	0.224188791	0.23917723	0.280898876	0.205221754	0.1504978	0.214689266	0.215982721	0.374485083	0.231509687	0.103258375	0.214446953	0.146248172	0.154430981	0.273614085	0.08988764	0.44047619	0.090692665	0.141459389	0.074906367	0.156232563	0.158746957	0.288634997	0.088652482	0.099623644	0.153609831	0.287929125	0.147694905	0.082807163	0.12979351	0.218531469	0.158478605	0.310336596	0.056941123	0.03407542	0.08927575	0.077390824
OTU_281	0	0.012027905	0.092635479	0.011160714	0	0	0	0.034203626	0	0	0	0	0.036554161	0.011473153	0	0	0	0	0	0.011904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_282	0	0	0	0.111607143	0	0.023917723	0.012768131	0	0	0	0	0	0	0.034419458	0	0	0	0	0.101123596	0	0	0	0	0	0	0	0	0	0	0	0	0.093158058	0	0	0	0	0	0	0	0
OTU_283	0	0	0	0	0	0.035876585	0	0	0	0	0	0	0	0	0	0	0	0	0.011235955	0	0	0	0	0.011159469	0.052915652	0	0	0.154970113	0	0	0	0	0	0	0	0	0	0	0	0
OTU_284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_285	0	0	0.011579435	0	0	0	0	0	0.011576754	0	0	0	0	0.022946306	0	0	0.011879306	0	0	0	0.011336583	0	0.01070091	0	0	0	0.033244681	0.022138588	0	0.044296788	0	0.010350895	0	0	0.0113199	0	0	0	0.022318938	0.011055832
OTU_286	3.018278018	1.130623045	1.018990273	0.892857143	2.253687316	1.207845013	1.532175689	0.77528218	2.188006483	0.497175141	0	1.061041069	1.169733155	0.504818724	1.963882619	2.744965688	3.932050368	2.343564121	1.213483146	2.476190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_287	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045892611	0	0	0	0	0	0	0.011336583	0.035364847	0	0	0	0	0.01108156	0.011069294	0	0	0.031648908	0	0	0	0	0	0	0	0	0
OTU_288	0.012025012	0.024055809	0	0.055803571	0	0	0.102145046	0	0.046307016	0	0	0	0	0	0	0.101248734	0	0	0.04494382	0.095238095	0.011336583	0.106094542	0.085607277	0	0.042332522	0.036079375	0	0	0.010972131	0.143964563	0	0	0	0.360576923	0.192438307	0.047744092	0.27331739	0	0	0.011055832
OTU_289	0	0	0	0	0	0	0	0	0	0.011299435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052915652	0	0	0.011069294	0	0	0.021099272	0.010350895	0.03539823	0	0	0	0	0.102226261	0	0
OTU_290	0	0.024055809	0	0	0	0.071753169	0.012768131	0.022802417	0	0.04519774	0.01199904	0.049931344	0.01218472	0	0	0.011249859	0.011879306	0.023792529	0	0.023809524	0	0.129671107	0	0	0	0	0	0.011069294	0.076804916	0.022148394	0.021099272	0	0.01179941	0	0	0	0.034164674	0	0	0.066334992
OTU_291	0	0	0	0	0	0	0.025536261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010972131	0	0	0	0	0	0	0	0	0	0	0
OTU_292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01070091	0	0.021166261	0.012026458	0	0.011069294	0	0	0	0	0	0.03277972	0.0113199	0	0	0.079509314	0	0.033167496
OTU_293	0.108225108	0.036083714	0.034738305	0	0.08259587	0.107629754	0.063840654	0.159616919	0	0.079096045	0.04799616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_294	0	0	0	0.011160714	0.05899705	0.023917723	0	0	0	0.04519774	0.01199904	0	0.060923602	0	0.022573363	0.022499719	0	0.035688794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_295	0	0	0	0	0	0	0	0.011401209	0	0	0.01199904	0.012482836	0	0	0	0	0	0	0	0	0	0	0	0	0.01058313	0	0	0	0	0	0	0	0	0.054632867	0.0113199	0	0	0.03407542	0.044637875	0.011055832
OTU_296	0.024050024	0.048111619	0	0	0.02359882	0.059794308	0.012768131	0.034203626	0.034730262	0.033898305	0.01199904	0	0.036554161	0.011473153	0.033860045	0.011249859	0.011879306	0.011896265	0	0.011904762	0.011336583	0.023576565	0.01070091	0.011159469	0.01058313	0.024052916	0.01108156	0	0	0.055370986	0.010549636	0	0.03539823	0.03277972	0.022639801	0.047744092	0.011388225	0.056792367	0.022318938	0.011055832
OTU_297	0	0	0	0.011160714	0	0	0	0.011401209	0	0	0	0.024965672	0	0	0	0	0	0.011896265	0	0.011904762	0	0	0	0	0	0.024052916	0.044326241	0	0	0.033222591	0	0	0.1179941	0	0.0113199	0	0	0	0	0
OTU_298	0	0.012027905	0.011579435	0	0.03539823	0.023917723	0.012768131	0	0	0	0	0.012482836	0	0.011473153	0.011286682	0	0.011879306	0	0.02247191	0	0	0.023576565	0	0	0.021166261	0	0	0	0	0	0.010549636	0	0	0	0.0113199	0.011936023	0	0	0	0
OTU_299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011249859	0	0	0	0	0	0.011788282	0	0	0	0	0.01108156	0	0	0	0.010549636	0	0	0.010926573	0	0	0	0	0.011159469	0
OTU_300	0.036075036	0.012027905	0	0.011160714	0.01179941	0.023917723	0	0.022802417	0	0	0.03599712	0	0.01218472	0	0	0.011249859	0	0	0.011235955	0.011904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_301	0	0	0	0	0	0	0	0	0.057883769	0.11299435	0	0.012482836	0.560497137	0	0	0	0	0	0	0.202380952	4.500623512	1.68572439	0.181915463	0	2.730447666	0.156343957	0.41001773	3.553243303	0.021944262	0	1.213208144	0.062105372	0.601769912	0.109265734	0	0	0	0	0	0
OTU_302	0	0	0	0	0	0	0	0	0	0	0	0.099862689	0.024369441	0	0	0	0	0.011896265	0	0.011904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_303	0	0.012027905	0	0	0.01179941	0	0.012768131	0	0	0.011299435	0.01199904	0.024965672	0.01218472	0.034419458	0.011286682	0	0.011879306	0	0	0.011904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_304	0	0	0	0	0.01179941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01070091	0	0.031749391	0	0	0.011069294	0	0.011074197	0	0.041403581	0	0.010926573	0	0	0.034164674	0	0	0
OTU_305	0	0.384892952	0.347383048	0.267857143	0	0	0	0.171018128	0	0.485875706	0	0	0.207140246	0.298301973	0.090293454	0	0	0	0.134831461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_306	0.312650313	0.288669714	0	0.044642857	0.200589971	0.167424061	0.600102145	0.262227796	0.231535078	0.802259887	0.227981761	0.28710523	0.219324966	0.057365764	0.372460497	0.686241422	0.011879306	0.820842256	0.101123596	0.202380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_307	0.072150072	0.036083714	0.092635479	0.022321429	0.01179941	0.023917723	0.063840654	0.022802417	0.011576754	0.11299435	0.02399808	0.062414181	0.036554161	0.045892611	0.022573363	0.089998875	0	0.047585058	0.011235955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_308	0	0.012027905	0	0.011160714	0.02359882	0	0	0	0	0	0	0.024965672	0.024369441	0	0	0	0	0	0	0	0	0.011788282	0	0	0.063498783	0	0	0	0.010972131	0.022148394	0	0	0	0.010926573	0	0	0.079717572	0	0	0.033167496
OTU_309	0.036075036	0.036083714	0.057897175	0.033482143	0.10619469	0.059794308	0.076608784	0.011401209	0.046307016	0.146892655	0.03599712	0.049931344	0.01218472	0.022946306	0.011286682	0.056249297	0.118793062	0.095170117	0.04494382	0	0.011336583	0.117882824	0.01070091	0	0.137580696	0.13229104	0.044326241	0.044277175	0	0.011074197	0.031648908	0.103508954	0.1179941	0.043706294	0.033959701	0.08355216	0.034164674	0.022716947	0.078116282	0.088446656
OTU_310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011904762	0	0	0	0	0	0	0	0	0	0	0	0	0.03539823	0	0.0113199	0	0	0.011358473	0	0
OTU_311	0	0.012027905	0	0	0.02359882	0	0	0	0	0.011299435	0	0	0.01218472	0.011473153	0	0	0	0	0.011235955	0	0	0	0.021401819	0	0.01058313	0	0	0.022138588	0	0.011074197	0	0	0.01179941	0.010926573	0.033959701	0	0.011388225	0.022716947	0.011159469	0.011055832
OTU_312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011388225	0	0	0
OTU_313	0	0	0	0	0	0	0	0	0.081037277	0	0	0.087379853	0	0	0	0	0.166310287	0	0	0.083333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_314	0	0	0.011579435	0	0.01179941	0.011958862	0.012768131	0	0	0	0	0	0	0	0	0.022499719	0	0	0	0	0.011336583	0.011788282	0.053504548	0	0.042332522	0	0	0.011069294	0	0	0.010549636	0.010350895	0	0.021853147	0.067919402	0	0.022776449	0	0.011159469	0.022111664
OTU_315	0.024050024	0.012027905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01058313	0.012026458	0	0.022138588	0	0	0	0	0	0	0	0	0	0.011358473	0	0
OTU_316	0	0	0	0	0	0	0	0	0	0.011299435	0	0	0	0	0	0	0	0	0	0.011904762	0	0.011788282	0.01070091	0	0.01058313	0	0	0.022138588	0	0	0	0	0	0	0.033959701	0.023872046	0	0	0	0
OTU_317	0	0.024055809	0	0.044642857	0.01179941	0.047835446	0	0.07980846	0	0.02259887	0.107991361	0.012482836	0	0.022946306	0.022573363	0.067499156	0	0	0.04494382	0.035714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_318	0	0	0	0	0	0.035876585	0.025536261	0.011401209	0	0.011299435	0	0.062414181	0.01218472	0.011473153	0.022573363	0	0	0	0.02247191	0.011904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113199	0	0.011388225	0	0	0
OTU_319	0	0	0	0	0	0	0	0	0.011576754	0.02259887	0	0	0	0	0	0	0	0.011896265	0	0	0	0	0.01070091	0	0	0.012026458	0	0	0	0	0.010549636	0	0	0	0	0.023872046	0	0	0	0
OTU_320	0.240500241	0.144334857	0.266327003	0.279017857	0.09439528	0.083712031	0.191521961	0.091209668	0.196804816	0.124293785	0.095992321	0.162276869	0.158401365	0.470399266	0.316027088	0.224997188	0.28510335	0.190340233	0.123595506	0.321428571	0.317424328	0.353648473	0.203317282	0.08927575	0.179913218	0.817799158	0.144060284	0.287801638	0.307219662	0.73089701	0.158244541	0.144912535	0.200589971	0.152972028	0.701833824	0.763905467	0.353034962	0.567923671	0.156232563	0.287451631
OTU_321	0	0	0.011579435	0	0	0	0	0.102610877	0.034730262	0	0	0.049931344	0	0	0	0	0.011879306	0.011896265	0	0.023809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_322	0	0.012027905	0	0.078125	0.12979351	0.011958862	0.089376915	0.022802417	0	0	0	0	0	0.114731528	0	0.022499719	0.023758612	0	0.02247191	0	0.034009749	0.09430626	0	0.011159469	0.052915652	0	0.022163121	0.044277175	0.010972131	0.066445183	0.010549636	0.010350895	0.02359882	0.098339161	0.079239303	0.011936023	0	0	0.011159469	0.011055832
OTU_323	0	0.024055809	0	0	0.01179941	0	0.012768131	0	0	0.011299435	0	0	0	0	0	0.011249859	0	0	0.02247191	0	0	0	0	0.011159469	0.01058313	0	0	0	0.021944262	0	0.021099272	0.031052686	0.03539823	0.010926573	0.045279602	0.011936023	0.011388225	0	0.011159469	0.033167496
OTU_324	0	0	0.02315887	0	0	0.011958862	0.025536261	0	0.011576754	0	0.119990401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_325	0.024050024	0	0	0	0.01179941	0	0.012768131	0	0.011576754	0.011299435	0.03599712	0.012482836	0.036554161	0	0.045146727	0.011249859	0.059396531	0.011896265	0.011235955	0.023809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_326	0.012025012	0.012027905	0	0	0	0	0	0	0	0	0	0.012482836	0.01218472	0	0	0	0.011879306	0	0.011235955	0	0	0.011788282	0.01070091	0	0	0	0	0	0	0	0.010549636	0	0	0	0	0	0	0	0	0
OTU_327	0	0	0	0.022321429	0	0.023917723	0	0	0	0	0	0	0	0.045892611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010549636	0	0	0.010926573	0	0	0	0	0	0
OTU_328	0.012025012	0	0	0	0	0	0	0	0	0	0.01199904	0	0	0	0	0	0	0	0	0	0.034009749	0.117882824	0.395933654	0.044637875	0.01058313	0.036079375	0	0.143900819	0.054860654	0.099667774	0	0	0	0.120192308	0	0	0.159435144	0.113584734	0.267827251	0
OTU_329	0	0	0	0.011160714	0	0	0	0.011401209	0	0	0	0	0.01218472	0.011473153	0	0	0	0	0.011235955	0	0	0	0.01070091	0	0.01058313	0	0	0	0.010972131	0	0	0	0	0.010926573	0.0113199	0	0	0	0	0
OTU_330	0.072150072	0.024055809	0.06947661	0	0	0	0.012768131	0.148215711	0.023153508	0.04519774	0.03599712	0.112345525	0.048738881	0	0	0.011249859	0.035637919	0.035688794	0.04494382	0.035714286	0.068019499	0.141459389	0.385232745	0.033478406	0.095248174	0	0.144060284	0.332078813	0.021944262	0.033222591	0.063297816	0	0.02359882	0.295017483	0.113199004	0	0.330258513	0.079509314	0	0
OTU_331	0	0	0.266327003	0	0	0	0	0	0.011576754	0.553672316	0.299976002	0.124828361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_332	0.012025012	0	0.011579435	0	0	0	0.012768131	0.011401209	0	0.011299435	0.01199904	0	0	0.022946306	0.011286682	0.022499719	0.011879306	0.023792529	0	0.011904762	0.045346333	0	0	0	0	0	0	0.011069294	0.010972131	0.022148394	0.010549636	0.010350895	0	0.010926573	0	0.011936023	0.011388225	0.022716947	0	0
OTU_333	0.012025012	0	0	0.011160714	0.01179941	0	0	0	0.011576754	0	0.01199904	0	0.01218472	0.011473153	0.011286682	0	0.011879306	0	0.011235955	0.011904762	0	0	0	0	0	0	0	0	0	0	0	0.010350895	0	0	0	0	0	0	0	0
OTU_334	0	0	0.011579435	0	0.01179941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010350895	0	0.010926573	0	0	0	0	0	0
OTU_335	0.18037518	0.180418571	0.138953219	0.223214286	0.471976401	0.131547477	0.229826353	0.250826588	0.231535078	0.18079096	0.215982721	0.162276869	0.097477763	0.263882515	0.112866817	0.224997188	0.1900689	0.28551035	0.247191011	0.19047619	0.362770661	0.907697748	0.235420011	0.223189376	0.201079479	0.541190619	0.321365248	0.077485056	0.373052447	0.542635659	0.305939445	0.558948349	0.471976401	0.666520979	0.498075617	0.94294581	0.660517025	0.511131304	0.27898672	0.530679934
OTU_336	0.012025012	0	0.613710051	0	1.321533923	0	0.063840654	0.171018128	0	0	0.191984641	1.198352266	0	0	0	0	0.261344737	0.41636926	0	0.297619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
